id_aluno,ano_referencia,regiao,uf,zona,porte_municipio,populacao_municipio,sexo,idade_meses,renda_per_capita,idh_municipio,taxa_pobreza,beneficiario_bolsa_familia,inse_escola,infraestrutura_escola,professores_formacao_adequada_pct,razao_aluno_professor,taxa_frequencia_creche_pre,meta_estadual_alfabetizacao,municipio_atingiu_meta_anterior,frequencia_escolar_pct,alfabetizado
5090,2022,Sudeste,MG,Rural,Pequeno,9187,F,87,1038.34,0.793,17.93,0,6.99,5.49,66.91,14.6,90.38,76.06,1,95.05,1
5091,2023,Sudeste,SP,Rural,Médio,195903,M,105,945.28,0.729,20.67,0,4.96,8.29,84.48,18.7,39.29,72.34,0,83.33,0
5092,2022,Centro-Oeste,DF,Urbana,Médio,42438,M,91,854.01,0.63,25.59,0,5.13,5.08,81.22,27.26,40.76,65.2,1,95.53,1
5093,2023,Sudeste,ES,Urbana,Pequeno,14970,F,93,1243.99,0.697,34.09,0,7.3,8.01,60.63,28.06,94.32,64.77,0,92.23,1
5094,2024,Sudeste,MG,Urbana,Grande,7099445,F,95,1136.0,0.705,21.5,1,3.54,6.77,67.65,19.96,55.7,70.06,0,96.13,0
5095,2022,Sudeste,RJ,Rural,Pequeno,3360,M,86,1013.3,0.708,23.38,1,6.49,9.16,69.89,20.87,70.51,67.38,1,79.05,0
5096,2022,Nordeste,MA,Urbana,Pequeno,10004,F,85,915.47,0.735,20.84,1,4.04,6.32,64.27,21.04,52.57,71.32,1,84.21,0
5097,2024,Sul,SC,Urbana,Médio,50027,M,97,1383.55,0.666,30.59,1,6.85,5.34,73.07,19.75,86.45,71.25,0,76.18,1
5098,2023,Sul,SC,Urbana,Médio,185824,F,101,,0.638,20.65,0,7.53,7.41,67.68,20.87,79.8,69.8,0,79.95,1
5099,2024,Nordeste,PB,Urbana,Médio,76599,M,101,261.11,0.574,15.69,0,4.53,4.81,29.96,21.56,54.19,71.93,1,65.36,0
5100,2023,Norte,AC,Urbana,Grande,420274,M,100,1183.25,0.688,30.93,0,2.95,5.51,47.18,27.59,92.36,61.99,1,96.18,0
5101,2024,Nordeste,MA,Urbana,Pequeno,10529,F,91,1460.32,0.673,27.51,1,4.23,4.78,65.06,30.23,67.6,70.2,1,89.34,0
5102,2022,Nordeste,MA,Urbana,Pequeno,11514,M,107,725.12,0.723,17.8,0,4.8,3.4,76.05,25.25,59.59,70.59,1,94.26,1
5103,2022,Nordeste,MA,Urbana,Grande,1720187,F,105,530.49,0.641,34.77,0,3.42,2.53,51.96,21.19,96.87,64.91,0,86.35,0
5104,2022,Sudeste,RJ,Urbana,Pequeno,17670,F,84,1086.87,0.638,26.63,1,4.77,7.76,87.01,18.03,69.26,72.04,1,89.25,0
5105,2023,Sudeste,RJ,Rural,Pequeno,15819,F,100,627.95,0.738,32.05,0,6.26,10.0,77.43,23.07,83.66,69.09,1,86.94,1
5106,2023,Sudeste,RJ,Urbana,Pequeno,12253,F,85,915.46,0.688,28.19,0,7.35,3.53,63.28,25.03,100.0,79.42,1,84.35,0
5107,2023,Nordeste,MA,Urbana,Médio,84924,M,101,779.28,0.67,34.32,1,5.96,7.12,77.66,24.2,32.52,73.37,0,,1
5108,2023,Nordeste,AL,Urbana,Médio,189309,F,87,558.59,0.67,34.95,0,4.05,6.58,68.34,21.23,36.35,67.33,1,84.11,1
5109,2023,Sudeste,ES,Rural,Grande,3707093,F,87,569.62,0.576,26.4,0,4.47,7.95,74.54,16.63,67.41,75.81,1,98.37,0
5110,2022,Sul,SC,Urbana,Pequeno,8265,F,88,877.66,0.702,25.92,1,5.28,4.11,33.17,20.47,47.79,69.84,1,100.0,0
5111,2024,Norte,AC,Urbana,Pequeno,4223,F,95,695.34,0.617,24.43,0,5.21,6.36,47.11,24.66,30.56,60.33,0,71.77,0
5112,2023,Norte,AC,Urbana,Pequeno,19834,F,104,635.82,0.645,37.86,1,5.96,3.72,66.34,16.73,47.07,73.38,1,94.46,0
5113,2024,Centro-Oeste,MS,Urbana,Médio,149947,M,104,772.71,0.691,23.82,0,2.98,6.31,92.78,26.4,49.35,71.99,0,89.63,1
5114,2023,Sudeste,ES,Rural,Pequeno,6386,F,97,799.69,0.565,12.16,0,4.0,6.71,60.82,21.46,57.8,67.61,1,79.69,0
5115,2023,Sudeste,ES,Urbana,Pequeno,15483,F,89,,0.657,22.45,0,3.22,6.09,71.87,27.11,66.52,75.86,1,80.18,0
5116,2022,Sul,SC,Urbana,Grande,8249079,F,90,734.76,0.778,26.61,1,7.6,6.7,52.18,23.0,69.22,76.82,1,86.39,1
5117,2024,Centro-Oeste,GO,Urbana,Médio,148464,M,95,1146.2,0.686,44.58,0,4.71,3.48,90.12,29.45,67.38,77.69,1,92.95,1
5118,2022,Sul,RS,Rural,Pequeno,12510,M,89,1289.31,0.641,20.76,0,7.87,5.54,63.38,25.94,68.35,74.41,1,87.53,1
5119,2022,Sudeste,SP,Urbana,Pequeno,10497,M,106,794.77,0.794,32.09,0,6.57,5.56,75.64,16.17,51.42,64.54,0,100.0,0
5120,2024,Sul,SC,Urbana,Pequeno,5689,F,95,1373.68,0.739,24.46,0,5.84,5.71,46.53,19.5,61.08,76.12,1,88.21,0
5121,2022,Centro-Oeste,MS,Urbana,Médio,123506,F,96,612.65,0.69,19.7,1,4.69,2.76,69.61,16.31,68.29,74.78,1,90.2,0
5122,2024,Nordeste,RN,Urbana,Pequeno,13785,F,86,1190.85,0.659,31.87,1,3.97,5.63,82.01,24.06,60.05,66.69,0,82.43,0
5123,2024,Centro-Oeste,MS,Urbana,Pequeno,16543,F,84,720.25,0.792,31.79,1,5.59,6.93,52.79,17.55,78.03,73.56,0,94.06,1
5124,2024,Sul,PR,Urbana,Pequeno,3915,F,88,1049.73,0.818,23.94,0,6.26,8.0,70.14,17.07,99.01,71.66,1,94.38,1
5125,2022,Sudeste,MG,Urbana,Pequeno,7426,F,94,1082.88,0.767,27.0,0,3.76,6.37,60.61,23.13,71.46,69.29,0,92.19,1
5126,2022,Sudeste,ES,Urbana,Médio,192284,M,94,1403.82,0.573,27.05,1,5.39,2.05,62.55,16.57,87.86,68.39,0,97.04,1
5127,2022,Centro-Oeste,MS,Urbana,Grande,1036337,F,89,1190.47,0.64,21.31,0,3.41,4.8,42.89,30.31,54.7,73.27,1,87.25,1
5128,2022,Sudeste,ES,Urbana,Grande,2147354,M,102,1160.96,0.757,19.93,0,4.5,5.86,81.42,21.47,52.08,75.83,0,92.59,0
5129,2024,Norte,AP,Urbana,Pequeno,6251,F,90,681.23,0.651,27.79,0,,6.91,69.76,19.62,23.95,74.26,0,94.79,1
5130,2022,Nordeste,PE,Rural,Grande,10567861,M,94,759.94,0.551,26.79,1,3.66,7.22,59.19,20.74,54.2,70.18,0,88.05,0
5131,2024,Sudeste,ES,Urbana,Pequeno,13605,M,104,1375.5,0.724,10.18,0,4.71,3.45,53.04,28.65,57.74,70.52,0,92.41,0
5132,2024,Sudeste,SP,Urbana,Médio,164954,F,98,901.73,0.643,27.6,0,5.35,4.21,56.86,23.74,47.07,75.53,0,84.76,0
5133,2022,Sudeste,SP,Rural,Grande,1421506,M,90,707.12,0.676,4.79,0,4.1,7.41,63.24,24.84,57.68,70.36,0,75.77,1
5134,2024,Nordeste,AL,Urbana,Grande,6614517,M,95,913.72,0.647,28.65,1,5.07,4.04,50.46,29.02,45.24,71.28,0,97.88,0
5135,2024,Nordeste,BA,Rural,Médio,177518,F,92,1224.36,0.682,22.91,0,4.5,7.34,84.0,32.16,52.49,74.42,0,82.84,1
5136,2024,Nordeste,PI,Urbana,Pequeno,11385,M,97,648.57,0.667,29.18,1,2.53,5.87,73.18,25.42,24.92,69.69,1,83.37,0
5137,2022,Sudeste,RJ,Urbana,Médio,53367,M,93,702.56,0.61,8.1,0,4.34,6.1,67.44,24.55,71.05,72.17,0,87.37,1
5138,2023,Sudeste,ES,Urbana,Médio,116443,F,103,1325.32,0.79,25.49,1,7.03,6.73,52.01,17.21,64.92,74.5,1,96.11,0
5139,2023,Sudeste,RJ,Rural,Médio,51969,M,91,,0.782,32.01,1,5.87,8.75,54.54,26.7,79.39,72.8,0,95.08,1
5140,2023,Nordeste,PB,Urbana,Grande,329455,M,91,728.03,0.629,24.41,0,3.01,7.63,70.56,23.46,62.53,66.45,1,82.69,0
5141,2024,Sudeste,SP,Urbana,Pequeno,14520,M,91,1114.12,0.709,22.73,0,5.41,4.67,78.8,23.18,60.92,68.21,0,83.38,1
5142,2024,Nordeste,AL,Rural,Pequeno,19406,F,85,720.17,0.703,24.26,0,3.88,6.4,70.79,25.79,18.54,73.26,0,94.54,0
5143,2023,Sudeste,ES,Urbana,Médio,34491,F,86,807.25,0.607,12.49,0,5.01,5.98,81.31,19.68,45.4,66.57,1,100.0,0
5144,2024,Sudeste,MG,Urbana,Pequeno,11614,F,106,1058.8,0.674,23.34,1,2.44,6.8,72.51,26.43,57.78,71.91,0,85.33,0
5145,2022,Sudeste,RJ,Urbana,Pequeno,19612,M,101,427.84,0.756,22.39,0,4.71,7.41,89.3,23.63,79.46,80.84,0,94.71,1
5146,2023,Centro-Oeste,GO,Urbana,Pequeno,18411,F,93,1202.12,0.706,25.32,0,4.48,6.38,39.52,20.64,71.99,69.74,1,80.1,1
5147,2022,Centro-Oeste,MT,Urbana,Grande,11424329,F,98,887.5,0.634,34.53,0,6.14,5.9,84.67,24.15,25.61,65.11,0,96.4,0
5148,2023,Sudeste,ES,Rural,Grande,10104872,F,85,831.93,0.744,20.2,0,5.57,7.48,73.76,24.02,48.72,78.91,1,88.22,0
5149,2022,Sul,RS,Urbana,Médio,176304,M,86,1086.5,0.683,17.69,0,3.97,4.25,76.46,19.02,71.21,72.09,0,93.73,0
5150,2022,Sudeste,ES,Rural,Pequeno,12731,M,97,1517.69,0.621,22.87,0,3.82,6.78,79.69,24.44,62.01,77.44,1,94.92,1
5151,2023,Nordeste,AL,Urbana,Grande,10712806,M,95,915.18,0.514,27.32,0,2.3,7.11,65.9,24.52,48.23,72.53,1,88.0,0
5152,2023,Centro-Oeste,MS,Urbana,Médio,31221,M,87,811.1,0.671,30.06,1,6.29,5.68,76.37,25.84,59.47,60.35,1,90.62,0
5153,2024,Sudeste,MG,Urbana,Médio,85871,M,89,920.53,0.782,20.15,0,5.11,8.28,81.48,18.42,73.36,69.78,0,93.18,1
5154,2022,Sudeste,SP,Urbana,Grande,912353,M,105,909.37,0.752,18.04,0,5.01,3.88,64.56,21.05,63.23,75.78,1,85.95,0
5155,2024,Sudeste,SP,Urbana,Médio,110602,F,87,964.58,0.679,23.24,0,5.03,4.08,70.02,16.75,51.26,77.46,1,93.91,0
5156,2024,Sul,PR,Urbana,Pequeno,15543,M,94,906.24,0.716,17.68,1,4.4,8.37,72.63,23.11,18.02,79.23,0,83.82,0
5157,2024,Nordeste,PB,Urbana,Pequeno,17048,M,103,1083.04,0.77,37.4,1,6.49,4.92,89.11,22.91,55.92,68.75,1,80.9,0
5158,2024,Sudeste,MG,Urbana,Pequeno,2681,F,101,1210.44,0.764,23.94,0,4.3,8.84,93.0,26.73,75.09,66.6,1,85.33,1
5159,2022,Centro-Oeste,MS,Urbana,Médio,181002,F,104,909.93,0.635,23.59,0,4.63,3.94,82.98,23.78,55.67,77.33,1,70.49,1
5160,2024,Sul,PR,Urbana,Médio,118066,M,85,1237.79,0.72,21.4,1,6.53,5.84,64.53,24.52,84.24,79.07,0,94.26,0
5161,2023,Sudeste,MG,Urbana,Pequeno,3809,F,100,965.71,0.653,11.06,0,4.59,5.97,92.14,18.38,78.39,65.2,1,84.47,1
5162,2022,Sudeste,MG,Urbana,Médio,96760,M,98,1434.87,0.741,20.81,0,6.38,9.71,67.96,18.17,60.56,64.63,1,90.73,0
5163,2024,Sudeste,SP,Urbana,Pequeno,19600,M,101,1308.35,0.634,28.75,0,7.45,6.46,91.05,22.14,92.19,78.96,1,75.58,0
5164,2024,Sudeste,MG,Urbana,Pequeno,16454,M,88,1227.9,0.688,3.57,0,5.65,8.43,57.77,28.48,55.16,82.74,0,75.09,1
5165,2023,Norte,PA,Urbana,Médio,127774,F,96,781.99,0.643,30.77,0,7.0,4.78,52.07,23.6,33.75,66.3,1,80.64,1
5166,2023,Nordeste,PE,Urbana,Pequeno,12642,M,90,605.39,0.678,23.88,0,6.44,7.39,52.53,24.63,30.94,75.73,1,75.99,1
5167,2023,Norte,TO,Urbana,Médio,193125,F,104,426.44,0.605,21.45,0,4.51,6.77,94.0,24.92,85.07,62.31,1,100.0,1
5168,2022,Sudeste,SP,Urbana,Pequeno,2382,M,90,886.62,0.68,19.52,0,5.78,7.56,64.19,23.8,34.33,72.49,1,93.33,1
5169,2024,Sudeste,RJ,Urbana,Médio,166577,F,99,878.87,0.743,21.06,1,6.12,7.2,73.69,22.27,49.36,79.05,0,89.37,0
5170,2024,Nordeste,PI,Rural,Grande,2713382,M,84,614.08,0.629,39.85,0,5.21,2.92,70.82,19.15,67.06,78.32,0,92.34,1
5171,2022,Sudeste,ES,Rural,Pequeno,19194,F,97,964.05,0.717,10.55,1,,9.5,58.01,16.78,40.78,77.64,1,76.58,1
5172,2024,Sul,RS,Urbana,Médio,118787,F,103,791.08,0.619,27.23,0,4.04,5.16,60.15,24.43,84.54,76.26,0,78.73,0
5173,2023,Sudeste,MG,Urbana,Grande,2472346,M,89,952.08,0.742,26.67,0,3.94,8.27,88.44,26.54,97.57,72.3,0,88.14,0
5174,2024,Norte,TO,Urbana,Pequeno,15845,F,101,686.8,0.661,23.42,0,5.51,4.24,67.18,18.35,84.06,70.31,0,89.49,0
5175,2024,Sudeste,SP,Urbana,Pequeno,5659,F,105,,0.662,7.59,0,5.08,5.91,25.41,16.95,61.44,68.08,0,88.26,0
5176,2022,Nordeste,BA,Urbana,Médio,71467,F,95,827.66,0.675,32.95,1,5.5,5.68,61.36,21.94,49.54,68.92,1,96.76,0
5177,2024,Nordeste,RN,Urbana,Médio,157542,F,99,937.5,0.755,16.55,0,4.36,6.58,55.57,23.09,46.9,70.6,0,83.55,0
5178,2022,Nordeste,PI,Urbana,Grande,2402916,M,100,392.83,0.757,24.71,0,5.83,1.25,35.09,22.49,63.7,71.55,1,74.95,0
5179,2023,Sudeste,ES,Rural,Pequeno,7295,M,85,916.04,0.743,17.01,0,4.86,6.98,73.43,25.93,50.65,75.25,1,83.46,0
5180,2023,Norte,AC,Urbana,Médio,101515,M,105,645.52,0.655,39.18,0,3.49,5.03,80.5,29.8,68.0,80.29,0,89.14,0
5181,2023,Sudeste,SP,Urbana,Pequeno,17958,M,89,704.38,0.631,30.01,0,4.87,4.67,81.89,24.98,72.59,62.77,0,85.5,1
5182,2023,Nordeste,PI,Urbana,Grande,10381026,F,88,338.52,0.648,40.73,1,4.41,4.94,49.81,29.75,28.74,62.63,1,84.8,0
5183,2023,Sudeste,MG,Urbana,Grande,2255165,M,100,474.01,0.677,18.9,0,5.38,5.28,57.61,21.54,82.31,80.33,1,85.96,1
5184,2022,Norte,AC,Urbana,Pequeno,11342,M,104,539.98,0.73,31.34,0,4.69,5.86,60.46,27.91,40.87,68.49,1,94.75,0
5185,2023,Sudeste,ES,Urbana,Médio,185478,M,103,955.02,0.733,22.09,0,4.42,8.99,67.82,23.23,53.86,67.89,1,82.02,0
5186,2024,Sudeste,MG,Urbana,Pequeno,3438,M,95,1030.06,0.653,20.25,0,4.85,8.53,77.65,17.25,75.45,68.42,1,94.62,0
5187,2023,Sul,SC,Urbana,Pequeno,7207,M,103,1306.23,0.74,26.94,0,5.89,8.42,77.85,19.13,64.32,74.75,0,93.07,1
5188,2023,Sudeste,MG,Urbana,Pequeno,9795,M,86,1190.57,0.771,18.59,0,4.63,7.06,76.53,22.97,73.23,83.23,1,84.82,1
5189,2024,Nordeste,BA,Urbana,Pequeno,10887,F,97,342.85,0.641,26.96,0,3.88,3.39,60.7,27.5,17.15,62.6,0,77.56,1
5190,2024,Sudeste,SP,Urbana,Pequeno,19295,F,100,1328.64,0.666,28.99,0,5.09,4.87,65.0,18.72,97.08,76.9,1,85.25,0
5191,2023,Sudeste,RJ,Urbana,Pequeno,18183,M,105,,0.652,27.56,1,2.39,4.81,81.71,29.15,34.37,67.08,1,100.0,0
5192,2024,Sudeste,MG,Urbana,Pequeno,7456,M,89,666.79,0.806,12.6,0,3.55,7.05,100.0,21.89,88.61,66.93,0,82.78,1
5193,2023,Sul,SC,Urbana,Médio,82098,F,91,986.64,0.78,7.94,0,5.85,5.62,37.47,29.0,57.53,74.4,0,80.32,0
5194,2024,Sudeste,MG,Rural,Grande,7884090,M,97,764.89,0.698,17.69,0,3.07,7.06,85.01,12.54,94.6,81.32,1,86.95,0
5195,2023,Sul,RS,Urbana,Médio,44408,F,93,956.01,0.69,22.05,0,4.83,6.6,58.94,20.63,65.25,62.34,1,93.93,1
5196,2023,Sudeste,MG,Urbana,Médio,28821,F,96,1435.32,0.607,6.63,0,4.74,5.28,65.52,28.03,53.47,76.09,1,92.19,0
5197,2022,Sudeste,RJ,Urbana,Pequeno,16971,F,103,934.99,0.663,12.39,0,6.52,8.47,86.17,17.82,53.29,73.2,0,89.06,1
5198,2024,Sudeste,MG,Rural,Pequeno,19725,M,98,1427.18,0.697,20.39,0,4.11,6.02,63.64,21.62,23.17,76.92,0,70.06,0
5199,2024,Centro-Oeste,GO,Rural,Grande,8728544,F,87,989.59,0.545,20.49,1,4.93,5.55,71.65,18.08,89.45,69.65,1,100.0,0
5200,2023,Sudeste,SP,Urbana,Pequeno,4666,M,96,942.14,0.629,23.57,0,5.07,6.1,85.67,22.64,72.96,70.66,1,98.62,0
5201,2024,Sudeste,SP,Urbana,Pequeno,16634,M,99,1107.39,0.688,20.35,0,4.08,8.21,75.65,13.85,78.14,73.04,1,88.0,1
5202,2024,Sudeste,MG,Rural,Pequeno,4950,F,86,891.65,0.711,23.68,1,5.9,6.42,92.31,24.0,60.19,77.01,0,84.71,0
5203,2023,Nordeste,CE,Urbana,Pequeno,11239,M,94,412.81,0.589,30.85,0,2.92,6.22,49.88,25.25,72.89,74.18,0,95.66,0
5204,2022,Norte,AP,Rural,Pequeno,6515,M,94,406.29,0.652,36.84,0,4.16,5.36,55.65,25.56,70.43,64.09,1,89.38,0
5205,2024,Sudeste,MG,Urbana,Médio,90998,M,99,996.17,0.648,23.99,0,,4.21,78.15,24.45,65.35,75.68,1,79.97,0
5206,2022,Sul,RS,Urbana,Pequeno,19339,M,96,1390.43,0.662,25.96,0,,4.88,37.13,16.81,63.97,65.96,0,96.48,1
5207,2022,Sul,RS,Urbana,Pequeno,15941,M,95,1615.48,0.681,23.35,0,6.95,7.82,80.77,23.86,79.78,76.38,1,82.78,0
5208,2023,Nordeste,CE,Urbana,Grande,3737850,F,102,839.38,0.673,40.67,1,5.23,5.1,39.81,18.36,36.19,66.44,0,93.1,1
5209,2022,Norte,AC,Urbana,Médio,191476,M,95,429.44,0.568,44.57,1,5.4,3.93,64.25,16.79,43.84,60.35,1,81.42,1
5210,2022,Centro-Oeste,GO,Urbana,Médio,163432,M,100,912.79,0.719,39.36,1,5.25,5.4,54.34,24.0,54.82,67.81,0,79.44,0
5211,2022,Sudeste,SP,Rural,Grande,5992279,M,91,1498.29,0.685,19.41,0,1.7,4.57,57.85,24.47,52.04,68.8,0,89.32,0
5212,2023,Sudeste,MG,Urbana,Médio,35226,F,98,873.05,0.733,19.75,0,6.12,5.46,88.06,31.85,80.18,67.3,0,70.88,1
5213,2024,Norte,AC,Urbana,Médio,145074,F,93,570.8,0.703,21.32,0,7.12,4.04,78.71,24.99,34.33,81.79,1,83.8,1
5214,2023,Nordeste,AL,Rural,Médio,82998,F,99,800.65,0.669,24.44,0,5.36,5.95,56.82,26.39,20.66,71.7,0,96.08,1
5215,2022,Sudeste,RJ,Urbana,Pequeno,11679,M,105,,0.714,25.89,0,6.62,6.7,56.92,20.08,57.37,71.83,0,95.83,0
5216,2023,Nordeste,RN,Urbana,Pequeno,16850,F,106,525.31,0.669,30.06,0,6.71,5.55,100.0,20.04,56.95,68.59,1,,1
5217,2024,Nordeste,PI,Urbana,Grande,3872038,M,96,1019.36,0.625,37.77,1,5.39,4.0,62.43,22.98,100.0,62.41,1,87.08,0
5218,2022,Norte,TO,Urbana,Médio,47687,F,91,838.12,0.651,41.18,0,3.97,6.4,71.08,19.89,44.97,64.41,1,70.48,1
5219,2023,Sudeste,MG,Urbana,Médio,79618,M,93,1227.11,0.783,7.78,0,8.48,7.89,81.28,20.9,86.88,69.91,0,88.36,1
5220,2024,Sudeste,MG,Urbana,Pequeno,4196,F,99,1319.54,0.753,5.93,0,4.78,5.58,70.4,21.02,38.94,74.25,1,97.38,1
5221,2023,Nordeste,SE,Urbana,Pequeno,5821,F,106,1090.21,0.554,31.59,0,4.4,4.02,100.0,25.5,51.55,65.18,0,89.8,0
5222,2024,Sudeste,MG,Urbana,Grande,6123756,F,96,1614.34,0.624,11.45,0,7.2,3.8,62.44,19.53,54.14,73.46,1,100.0,0
5223,2022,Nordeste,RN,Rural,Pequeno,2689,F,99,654.95,0.636,34.87,0,6.69,2.17,83.02,23.62,88.2,80.33,1,83.82,1
5224,2022,Nordeste,SE,Urbana,Grande,3829429,F,87,378.5,0.666,30.36,1,,6.53,85.88,19.31,53.28,61.08,0,,0
5225,2023,Sul,PR,Urbana,Pequeno,5645,M,101,872.22,0.629,25.51,1,6.89,6.87,81.94,23.96,67.5,80.41,1,96.02,0
5226,2024,Sul,SC,Urbana,Médio,96862,M,94,963.67,0.58,18.37,0,6.32,5.39,79.11,21.78,78.97,77.06,0,96.83,1
5227,2022,Nordeste,MA,Urbana,Médio,20127,M,94,602.16,0.73,41.21,1,4.23,5.14,72.25,24.97,19.12,64.02,0,80.5,0
5228,2023,Sudeste,RJ,Urbana,Pequeno,15440,F,93,1317.1,0.666,12.6,0,6.2,9.83,68.15,23.81,54.99,69.48,1,84.1,1
5229,2022,Norte,RR,Urbana,Pequeno,7739,F,101,759.54,0.662,31.65,0,4.34,7.48,87.57,15.02,50.71,73.83,0,83.47,1
5230,2024,Sudeste,SP,Rural,Médio,41210,F,102,1366.21,0.747,15.94,0,6.56,6.68,59.21,14.12,76.26,66.08,1,81.39,0
5231,2023,Nordeste,CE,Urbana,Pequeno,7758,F,99,994.17,0.574,31.47,0,6.72,4.95,67.08,22.88,66.28,74.4,1,84.74,0
5232,2023,Sul,SC,Urbana,Pequeno,5421,F,90,918.03,0.715,12.84,0,5.88,5.45,84.92,21.09,57.47,76.95,1,,1
5233,2024,Nordeste,PE,Urbana,Médio,29930,M,90,745.94,0.629,32.54,0,4.42,7.8,65.03,15.37,85.39,68.49,1,84.12,0
5234,2024,Sul,PR,Urbana,Médio,159469,M,90,852.04,0.604,26.39,1,3.42,5.17,63.29,17.1,64.25,81.91,0,89.48,0
5235,2023,Nordeste,SE,Urbana,Médio,198658,F,105,807.7,0.67,27.78,0,5.25,5.84,88.44,29.95,71.3,66.26,0,67.71,0
5236,2022,Sul,SC,Urbana,Médio,141966,M,103,467.88,0.666,30.35,0,7.84,4.35,57.77,18.79,46.36,66.94,1,80.93,1
5237,2024,Sudeste,ES,Urbana,Pequeno,11229,F,97,1181.26,0.742,39.38,0,3.18,5.85,41.17,22.83,69.1,69.92,1,84.83,0
5238,2024,Sudeste,MG,Urbana,Pequeno,5981,F,97,1213.43,0.702,13.85,1,4.41,8.53,78.26,15.77,65.52,74.03,0,88.33,1
5239,2022,Sudeste,MG,Urbana,Grande,4488905,M,96,776.1,0.64,23.12,0,4.01,8.32,100.0,18.74,51.02,76.12,0,90.41,1
5240,2023,Norte,PA,Urbana,Pequeno,10653,M,85,634.93,0.688,43.71,0,5.94,5.01,62.42,27.94,45.59,66.1,1,91.16,0
5241,2023,Sudeste,ES,Urbana,Pequeno,3319,F,91,,0.754,31.57,0,5.82,8.63,82.27,20.83,61.27,67.3,1,83.65,1
5242,2024,Norte,AP,Rural,Pequeno,2402,F,87,737.62,0.606,36.93,1,5.88,5.62,86.29,22.11,28.35,68.9,1,88.79,0
5243,2024,Sudeste,SP,Rural,Pequeno,3566,M,84,1216.97,0.604,21.24,0,7.07,4.1,98.99,20.42,100.0,79.69,1,87.7,0
5244,2022,Sudeste,RJ,Rural,Pequeno,5313,F,96,1099.8,0.786,22.06,0,7.03,4.78,64.67,17.22,67.99,69.55,0,76.43,0
5245,2023,Nordeste,BA,Urbana,Pequeno,17270,F,87,492.18,0.675,16.7,0,3.81,6.53,41.45,26.22,57.37,72.79,0,82.17,0
5246,2022,Norte,TO,Urbana,Médio,114927,M,100,777.22,0.71,59.37,0,4.76,5.3,85.21,25.45,73.14,66.12,1,82.16,0
5247,2022,Centro-Oeste,MS,Urbana,Médio,161027,F,97,532.27,0.658,13.77,0,5.03,6.11,83.68,25.65,51.71,72.52,1,88.46,1
5248,2022,Sul,RS,Urbana,Médio,135893,F,95,841.1,0.659,30.26,1,4.74,7.41,66.03,20.57,58.76,76.97,0,99.76,0
5249,2022,Nordeste,BA,Rural,Pequeno,14481,F,102,373.24,0.58,29.91,1,4.86,3.89,72.92,20.11,47.0,71.91,1,87.34,0
5250,2023,Sudeste,ES,Rural,Médio,120859,M,93,,0.705,13.0,0,7.7,6.26,81.31,24.27,48.59,64.5,1,89.28,1
5251,2024,Norte,RO,Urbana,Médio,45218,M,88,344.51,0.607,21.22,1,2.34,7.37,60.06,25.91,42.95,64.51,0,83.74,1
5252,2022,Nordeste,PI,Urbana,Grande,6320592,M,97,608.66,0.66,6.48,0,3.77,3.43,76.41,19.66,64.54,72.26,0,81.76,0
5253,2024,Nordeste,PE,Rural,Pequeno,18395,M,102,775.47,0.541,15.87,0,2.79,4.84,78.14,26.44,62.7,65.87,1,88.97,0
5254,2024,Sudeste,ES,Urbana,Pequeno,11047,M,104,1007.89,0.619,15.16,0,5.38,7.3,83.53,27.12,42.04,75.95,0,100.0,1
5255,2024,Nordeste,PI,Urbana,Médio,180755,M,87,556.13,0.6,43.36,1,4.11,5.6,56.82,26.53,66.42,70.37,1,85.52,0
5256,2024,Sul,SC,Rural,Pequeno,18658,F,101,1293.22,0.697,37.75,0,6.27,7.61,55.44,27.95,66.84,71.35,0,89.1,1
5257,2023,Sudeste,MG,Rural,Médio,122480,F,103,985.89,0.663,22.23,0,4.09,6.15,72.84,25.56,44.85,76.69,1,96.11,0
5258,2023,Sudeste,SP,Urbana,Pequeno,4393,F,103,943.58,0.818,10.64,0,7.48,5.06,88.14,28.98,100.0,61.31,0,100.0,1
5259,2024,Nordeste,MA,Urbana,Pequeno,19548,F,102,858.99,0.505,22.61,1,3.32,7.59,60.22,20.8,42.31,71.97,0,93.4,1
5260,2024,Centro-Oeste,DF,Rural,Grande,9545269,F,87,759.82,0.608,23.26,0,3.67,5.45,66.66,18.02,28.21,66.19,1,88.11,0
5261,2022,Norte,PA,Urbana,Médio,21182,F,94,792.37,0.632,24.14,0,2.01,4.63,72.98,19.42,72.48,68.12,1,80.4,0
5262,2022,Nordeste,BA,Urbana,Pequeno,4373,F,85,319.56,0.714,30.01,0,5.23,3.98,49.93,26.22,44.08,67.09,1,73.37,0
5263,2023,Sudeste,RJ,Urbana,Pequeno,11609,M,102,1239.2,0.685,20.86,0,6.08,10.0,87.91,21.73,69.57,74.98,1,75.61,1
5264,2024,Nordeste,PE,Urbana,Médio,28511,F,86,376.32,0.64,16.37,0,5.53,6.02,65.24,18.56,68.5,77.84,0,83.9,0
5265,2024,Centro-Oeste,MT,Urbana,Pequeno,12449,M,94,863.21,0.636,16.2,0,3.69,6.08,86.43,21.92,88.01,63.39,0,87.15,0
5266,2022,Norte,RO,Rural,Pequeno,11202,F,93,913.65,0.533,28.41,1,6.02,3.03,64.83,20.75,76.65,60.52,1,92.78,1
